"","-2","-1.975","-1.95","-1.925","-1.9","-1.875","-1.85","-1.825","-1.8","-1.775","-1.75","-1.725","-1.7","-1.675","-1.65","-1.625","-1.6","-1.575","-1.55","-1.525","-1.5","-1.475","-1.45","-1.425","-1.4","-1.375","-1.35","-1.325","-1.3","-1.275","-1.25","-1.225","-1.2","-1.175","-1.15","-1.125","-1.1","-1.075","-1.05","-1.025","-1","-0.975","-0.95","-0.925","-0.9","-0.875","-0.85","-0.825","-0.8","-0.775","-0.75","-0.725","-0.7","-0.675","-0.65","-0.625","-0.6","-0.575","-0.55","-0.525","-0.5","-0.475","-0.45","-0.425","-0.4","-0.375","-0.35","-0.325","-0.3","-0.275","-0.25","-0.225","-0.2","-0.175","-0.15","-0.125","-0.0999999999999999","-0.075","-0.0499999999999998","-0.0249999999999999","0"
"n = 3",1.793,1.79788,1.82318,1.84278,1.8699,1.8738,1.90256,1.92578,1.9453,1.97654,1.98644,2.01304,2.0542,2.07182,2.10148,2.12916,2.15982,2.20468,2.23112,2.26398,2.29358,2.34372,2.38206,2.42482,2.47186,2.5093,2.56952,2.6154,2.68526,2.74332,2.79878,2.8616,2.92476,2.9942,3.09146,3.166,3.2693,3.36718,3.44678,3.56688,3.66378,3.79222,3.9431,4.06602,4.23544,4.41424,4.55304,4.76598,4.98072,5.224,5.49044,5.71974,6.02406,6.36706,6.74118,7.15194,7.6093,8.1494,8.66352,9.28876,10.02756,10.81294,11.7783,12.8449,14.10988,15.52462,17.14106,19.07268,21.31422,24.16416,27.36012,31.6059,36.08124,41.96768,49.39578,59.0922,70.92782,87.16528,107.11286,133.67108,172.16808
"n = 10",1.04396,1.0486,1.05078,1.05498,1.05708,1.06072,1.06448,1.06748,1.07136,1.07442,1.08164,1.08636,1.08908,1.09538,1.1014,1.10936,1.11722,1.12092,1.12648,1.13628,1.14734,1.15672,1.16154,1.17444,1.1871,1.19362,1.20882,1.22468,1.24036,1.25616,1.275,1.29346,1.3154,1.33548,1.35436,1.38068,1.40988,1.4444,1.4782,1.5114,1.54954,1.59442,1.63496,1.6901,1.74582,1.8009,1.8766,1.949,2.02762,2.12614,2.22678,2.33462,2.47408,2.62028,2.76152,2.94616,3.1682,3.42248,3.70606,4.01376,4.39596,4.82664,5.31462,5.93812,6.69224,7.53454,8.6617,10.0067,11.59038,13.6966,16.32974,19.66464,23.77134,29.74554,37.54356,47.99486,62.65474,83.56178,113.24376,159.46428,227.63636
