"","-2","-1.975","-1.95","-1.925","-1.9","-1.875","-1.85","-1.825","-1.8","-1.775","-1.75","-1.725","-1.7","-1.675","-1.65","-1.625","-1.6","-1.575","-1.55","-1.525","-1.5","-1.475","-1.45","-1.425","-1.4","-1.375","-1.35","-1.325","-1.3","-1.275","-1.25","-1.225","-1.2","-1.175","-1.15","-1.125","-1.1","-1.075","-1.05","-1.025","-1","-0.975","-0.95","-0.925","-0.9","-0.875","-0.85","-0.825","-0.8","-0.775","-0.75","-0.725","-0.7","-0.675","-0.65","-0.625","-0.6","-0.575","-0.55","-0.525","-0.5","-0.475","-0.45","-0.425","-0.4","-0.375","-0.35","-0.325","-0.3","-0.275","-0.25","-0.225","-0.2","-0.175","-0.15","-0.125","-0.0999999999999999","-0.075","-0.0499999999999998","-0.0249999999999999","0"
"n = 3",1.78138,1.79454,1.81302,1.83398,1.85484,1.86468,1.89056,1.909,1.93302,1.9617,1.98302,2.01248,2.0396,2.06528,2.0875,2.12994,2.13912,2.18702,2.22514,2.25196,2.2961,2.34218,2.36116,2.4274,2.44322,2.494,2.56406,2.60546,2.65468,2.71804,2.79454,2.84774,2.92482,2.98736,3.08152,3.16448,3.21348,3.33716,3.4225,3.56362,3.64788,3.73974,3.89044,4.0274,4.19772,4.3511,4.56244,4.73288,4.95418,5.17236,5.4063,5.69562,6.03906,6.33194,6.69572,7.0883,7.55606,8.04524,8.74276,9.30904,9.96452,10.79726,11.72382,12.8998,14.15872,15.53008,17.23306,19.20544,21.52838,24.12722,27.22824,31.39882,36.56638,42.4232,49.92458,59.8291,72.72992,88.59626,109.74902,137.58394,179.10096
"n = 10",1.02794,1.03118,1.03208,1.03442,1.03622,1.03996,1.04172,1.04324,1.04692,1.05052,1.05216,1.05492,1.05944,1.06264,1.06792,1.07004,1.0772,1.08102,1.08712,1.0922,1.10134,1.10666,1.11348,1.12126,1.12928,1.13656,1.1439,1.1584,1.17138,1.18126,1.19364,1.21402,1.22208,1.24108,1.25758,1.27368,1.299,1.31988,1.34512,1.3704,1.40298,1.4434,1.47886,1.51446,1.56118,1.61188,1.65092,1.71658,1.77894,1.85466,1.93576,2.03408,2.1351,2.26268,2.38766,2.5329,2.7018,2.92686,3.18266,3.4435,3.75794,4.16098,4.62242,5.15942,5.88376,6.6139,7.64024,8.87456,10.4164,12.54652,15.26384,18.68938,23.60296,30.11312,39.12708,52.31498,71.40668,100.07696,144.94656,218.44686,333.20418
